Invoice ID,Date,Time,Store ID,Region,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Tax,Total,Payment,COGS,Gross Margin %,Gross Income
INV-1188,2022-07-28,16:06:00,S008,North,Lucknow,Normal,Male,Home Decor,148.12,9,66.65,1399.73,Cash,1333.08,5.0,66.65
INV-1189,2022-10-03,19:50:00,S002,West,Mumbai,Normal,Female,Clothing,342.54,8,137.02,2877.34,Cash,2740.32,5.0,137.02
INV-1190,2022-04-04,12:18:00,S005,North,Chandigarh,Member,Male,Sports,347.82,9,156.52,3286.9,Cash,3130.38,5.0,156.52
INV-1191,2022-08-26,19:27:00,S001,North,Lucknow,Member,Female,Clothing,183.29,8,73.32,1539.64,Cash,1466.32,5.0,73.32
INV-1192,2022-03-17,09:29:00,S004,North,Lucknow,Normal,Male,Sports,256.7,4,51.34,1078.14,Credit Card,1026.8,5.0,51.34
INV-1193,2022-12-28,13:15:00,S008,East,Kolkata,Member,Male,Sports,265.55,1,13.28,278.83,Credit Card,265.55,5.0,13.28
INV-1194,2022-04-13,17:57:00,S007,South,Bangalore,Member,Female,Clothing,241.96,7,84.69,1778.41,Cash,1693.72,5.0,84.69
INV-1195,2022-11-18,16:24:00,S004,East,Patna,Normal,Female,Clothing,227.54,10,113.77,2389.17,Credit Card,2275.4,5.0,113.77
INV-1196,2022-06-08,17:30:00,S005,North,Chandigarh,Member,Female,Clothing,263.13,2,26.31,552.57,Credit Card,526.26,5.0,26.31
INV-1197,2022-08-10,21:28:00,S010,South,Hyderabad,Normal,Male,Groceries,436.45,8,174.58,3666.18,E-wallet,3491.6,5.0,174.58
INV-1198,2022-04-20,16:44:00,S003,West,Mumbai,Normal,Male,Books,335.89,10,167.94,3526.84,Credit Card,3358.9,5.0,167.94
INV-1199,2022-01-05,21:21:00,S002,West,Mumbai,Member,Male,Groceries,253.9,6,76.17,1599.57,Cash,1523.4,5.0,76.17
INV-1200,2022-08-21,14:47:00,S004,West,Mumbai,Member,Female,Sports,60.24,6,18.07,379.51,E-wallet,361.44,5.0,18.07
INV-1201,2022-04-16,11:52:00,S007,North,Chandigarh,Normal,Male,Sports,357.13,1,17.86,374.99,E-wallet,357.13,5.0,17.86
INV-1202,2022-11-18,19:14:00,S010,North,Chandigarh,Member,Male,Home Decor,60.55,3,9.08,190.73,Cash,181.65,5.0,9.08
INV-1203,2022-11-18,14:29:00,S003,North,Lucknow,Normal,Male,Home Decor,301.63,4,60.33,1266.85,Cash,1206.52,5.0,60.33
INV-1204,2022-06-29,09:10:00,S006,East,Kolkata,Normal,Female,Home Decor,71.16,3,10.67,224.15,E-wallet,213.48,5.0,10.67
INV-1205,2022-07-07,12:27:00,S009,West,Mumbai,Member,Female,Sports,316.2,5,79.05,1660.05,E-wallet,1581.0,5.0,79.05
INV-1206,2022-03-25,12:36:00,S007,West,Mumbai,Member,Female,Sports,408.95,7,143.13,3005.78,E-wallet,2862.65,5.0,143.13
INV-1207,2022-12-13,11:50:00,S006,North,Chandigarh,Normal,Female,Home Decor,42.77,2,4.28,89.82,Cash,85.54,5.0,4.28
INV-1208,2022-12-05,18:52:00,S010,North,Lucknow,Normal,Female,Sports,68.37,10,34.19,717.89,Credit Card,683.7,5.0,34.19
INV-1209,2022-04-26,16:34:00,S008,East,Patna,Normal,Female,Electronics,163.68,3,24.55,515.59,Cash,491.04,5.0,24.55
INV-1210,2022-11-18,09:27:00,S005,North,Delhi,Normal,Female,Sports,446.71,10,223.35,4690.45,Credit Card,4467.1,5.0,223.35
INV-1211,2022-06-16,20:24:00,S007,West,Ahmedabad,Normal,Female,Books,325.05,4,65.01,1365.21,E-wallet,1300.2,5.0,65.01
INV-1212,2022-10-01,14:52:00,S003,South,Chennai,Normal,Female,Electronics,439.29,9,197.68,4151.29,E-wallet,3953.61,5.0,197.68
INV-1213,2022-03-24,17:11:00,S007,West,Pune,Normal,Female,Sports,162.15,7,56.75,1191.8,Cash,1135.05,5.0,56.75
INV-1214,2022-08-18,20:50:00,S010,West,Ahmedabad,Normal,Female,Home Decor,350.07,2,35.01,735.15,E-wallet,700.14,5.0,35.01
INV-1215,2022-09-23,17:09:00,S004,East,Bhubaneswar,Member,Female,Home Decor,129.48,1,6.47,135.95,Credit Card,129.48,5.0,6.47
INV-1216,2022-04-08,09:34:00,S009,East,Patna,Member,Female,Groceries,93.68,6,28.1,590.18,Cash,562.08,5.0,28.1
INV-1217,2022-10-03,09:03:00,S004,West,Mumbai,Member,Female,Sports,184.51,9,83.03,1743.62,Cash,1660.59,5.0,83.03
INV-1218,2022-08-23,12:31:00,S007,East,Patna,Member,Female,Books,223.95,1,11.2,235.15,E-wallet,223.95,5.0,11.2
INV-1219,2022-06-09,11:25:00,S006,East,Kolkata,Normal,Female,Home Decor,128.47,8,51.39,1079.15,Cash,1027.76,5.0,51.39
INV-1220,2022-05-23,15:47:00,S001,West,Mumbai,Member,Male,Books,304.3,5,76.08,1597.58,Cash,1521.5,5.0,76.08
INV-1221,2022-07-06,21:59:00,S001,South,Hyderabad,Normal,Male,Groceries,242.8,6,72.84,1529.64,E-wallet,1456.8,5.0,72.84
INV-1222,2022-09-23,14:49:00,S007,South,Bangalore,Member,Female,Electronics,324.17,5,81.04,1701.89,Credit Card,1620.85,5.0,81.04
INV-1223,2022-01-19,13:10:00,S005,West,Mumbai,Member,Female,Books,94.68,6,28.4,596.48,Credit Card,568.08,5.0,28.4
INV-1224,2022-07-21,13:41:00,S003,North,Lucknow,Normal,Female,Books,364.56,5,91.14,1913.94,Cash,1822.8,5.0,91.14
INV-1225,2022-03-16,18:09:00,S006,West,Pune,Normal,Female,Groceries,282.36,7,98.83,2075.35,Cash,1976.52,5.0,98.83
INV-1226,2022-08-17,17:51:00,S005,East,Kolkata,Member,Male,Clothing,336.04,2,33.6,705.68,Cash,672.08,5.0,33.6
INV-1227,2022-04-14,15:51:00,S003,North,Chandigarh,Normal,Female,Clothing,92.34,8,36.94,775.66,Credit Card,738.72,5.0,36.94
INV-1228,2022-06-02,12:40:00,S006,East,Patna,Normal,Female,Groceries,307.27,5,76.82,1613.17,Cash,1536.35,5.0,76.82
INV-1229,2022-09-05,09:11:00,S002,East,Kolkata,Normal,Male,Electronics,20.65,9,9.29,195.14,E-wallet,185.85,5.0,9.29
INV-1230,2022-09-02,20:05:00,S001,South,Chennai,Member,Male,Sports,39.99,6,12.0,251.94,Cash,239.94,5.0,12.0
INV-1231,2022-04-11,15:50:00,S002,South,Bangalore,Member,Female,Home Decor,414.73,6,124.42,2612.8,Cash,2488.38,5.0,124.42
INV-1232,2022-05-03,17:50:00,S010,North,Lucknow,Normal,Female,Home Decor,355.47,5,88.87,1866.22,Credit Card,1777.35,5.0,88.87
INV-1233,2022-08-04,20:41:00,S007,South,Hyderabad,Member,Female,Groceries,27.11,6,8.13,170.79,Cash,162.66,5.0,8.13
INV-1234,2022-10-18,12:54:00,S001,South,Chennai,Normal,Female,Home Decor,54.44,7,19.05,400.13,E-wallet,381.08,5.0,19.05
INV-1235,2022-10-27,14:05:00,S003,South,Chennai,Normal,Male,Sports,83.29,9,37.48,787.09,E-wallet,749.61,5.0,37.48
INV-1236,2022-01-28,12:15:00,S010,North,Chandigarh,Member,Male,Electronics,315.37,6,94.61,1986.83,E-wallet,1892.22,5.0,94.61
INV-1237,2022-06-29,14:14:00,S007,East,Bhubaneswar,Normal,Female,Clothing,473.51,4,94.7,1988.74,Cash,1894.04,5.0,94.7
INV-1238,2022-10-15,16:34:00,S009,North,Delhi,Normal,Male,Clothing,318.35,8,127.34,2674.14,Credit Card,2546.8,5.0,127.34
INV-1239,2022-12-21,15:57:00,S008,East,Kolkata,Normal,Male,Clothing,70.4,6,21.12,443.52,Cash,422.4,5.0,21.12
INV-1240,2022-11-12,19:03:00,S006,East,Bhubaneswar,Member,Male,Sports,136.69,1,6.83,143.52,Cash,136.69,5.0,6.83
INV-1241,2022-11-27,21:22:00,S003,West,Pune,Normal,Male,Groceries,135.02,1,6.75,141.77,Cash,135.02,5.0,6.75
INV-1242,2022-04-22,15:12:00,S001,North,Delhi,Normal,Female,Books,497.56,2,49.76,1044.88,Cash,995.12,5.0,49.76
INV-1243,2022-12-23,18:31:00,S003,North,Lucknow,Normal,Female,Groceries,282.12,1,14.11,296.23,E-wallet,282.12,5.0,14.11
INV-1244,2022-03-24,13:14:00,S002,South,Chennai,Member,Male,Sports,449.98,2,45.0,944.96,Credit Card,899.96,5.0,45.0
INV-1245,2022-06-17,19:56:00,S005,West,Pune,Member,Female,Electronics,136.13,8,54.45,1143.49,E-wallet,1089.04,5.0,54.45
INV-1246,2022-03-03,10:05:00,S006,North,Lucknow,Member,Female,Electronics,62.79,10,31.39,659.29,E-wallet,627.9,5.0,31.39
INV-1247,2022-04-25,09:20:00,S002,West,Ahmedabad,Normal,Female,Electronics,423.2,1,21.16,444.36,E-wallet,423.2,5.0,21.16
INV-1248,2022-02-10,11:29:00,S010,West,Mumbai,Normal,Male,Groceries,263.47,10,131.74,2766.44,Credit Card,2634.7,5.0,131.74
INV-1249,2022-06-15,14:09:00,S001,South,Chennai,Member,Female,Clothing,373.66,5,93.42,1961.72,Credit Card,1868.3,5.0,93.42
INV-1250,2022-09-22,14:52:00,S005,West,Ahmedabad,Member,Female,Groceries,218.69,8,87.48,1837.0,Credit Card,1749.52,5.0,87.48
INV-1251,2022-06-06,19:03:00,S009,North,Delhi,Normal,Male,Groceries,462.74,7,161.96,3401.14,Cash,3239.18,5.0,161.96
INV-1252,2022-11-24,15:33:00,S005,East,Kolkata,Member,Female,Electronics,36.91,9,16.61,348.8,E-wallet,332.19,5.0,16.61
INV-1253,2022-01-25,13:55:00,S004,North,Delhi,Normal,Female,Clothing,437.08,6,131.12,2753.6,E-wallet,2622.48,5.0,131.12
INV-1254,2022-12-31,18:21:00,S010,East,Patna,Member,Female,Books,496.78,8,198.71,4172.95,Cash,3974.24,5.0,198.71
INV-1255,2022-03-18,14:54:00,S005,South,Hyderabad,Member,Female,Books,115.24,5,28.81,605.01,Credit Card,576.2,5.0,28.81
INV-1256,2022-07-04,20:52:00,S004,South,Chennai,Member,Female,Clothing,395.93,9,178.17,3741.54,Cash,3563.37,5.0,178.17
INV-1257,2022-11-14,14:39:00,S009,West,Mumbai,Normal,Female,Groceries,398.4,5,99.6,2091.6,E-wallet,1992.0,5.0,99.6
INV-1258,2022-04-25,15:06:00,S008,North,Chandigarh,Normal,Female,Home Decor,157.28,3,23.59,495.43,E-wallet,471.84,5.0,23.59
INV-1259,2022-12-02,19:58:00,S006,South,Chennai,Member,Female,Sports,142.01,9,63.9,1341.99,E-wallet,1278.09,5.0,63.9
INV-1260,2022-01-13,15:09:00,S001,North,Delhi,Normal,Female,Electronics,100.45,7,35.16,738.31,E-wallet,703.15,5.0,35.16
INV-1261,2022-08-17,11:47:00,S002,West,Pune,Member,Female,Books,135.52,2,13.55,284.59,E-wallet,271.04,5.0,13.55
INV-1262,2022-01-20,18:40:00,S003,West,Pune,Member,Male,Electronics,330.44,7,115.65,2428.73,E-wallet,2313.08,5.0,115.65
INV-1263,2022-05-20,17:12:00,S008,West,Mumbai,Member,Female,Sports,381.35,7,133.47,2802.92,Cash,2669.45,5.0,133.47
INV-1264,2022-05-25,12:49:00,S001,East,Bhubaneswar,Normal,Male,Sports,311.27,4,62.25,1307.33,Credit Card,1245.08,5.0,62.25
INV-1265,2022-05-18,15:14:00,S010,West,Mumbai,Normal,Male,Groceries,36.27,6,10.88,228.5,Credit Card,217.62,5.0,10.88
INV-1266,2022-05-04,09:00:00,S006,South,Chennai,Normal,Male,Books,316.65,2,31.66,664.96,Credit Card,633.3,5.0,31.66
INV-1267,2022-02-02,10:15:00,S005,West,Mumbai,Member,Female,Electronics,387.06,8,154.82,3251.3,Credit Card,3096.48,5.0,154.82
INV-1268,2022-06-28,11:36:00,S006,East,Bhubaneswar,Member,Male,Home Decor,220.49,9,99.22,2083.63,Credit Card,1984.41,5.0,99.22
INV-1269,2022-09-25,21:35:00,S010,South,Chennai,Member,Male,Electronics,384.77,4,76.95,1616.03,Credit Card,1539.08,5.0,76.95
INV-1270,2022-04-02,21:04:00,S009,South,Hyderabad,Member,Female,Books,50.54,5,12.63,265.33,Cash,252.7,5.0,12.63
INV-1271,2022-08-28,15:39:00,S003,North,Chandigarh,Normal,Female,Clothing,402.41,9,181.08,3802.77,E-wallet,3621.69,5.0,181.08
INV-1272,2022-10-31,19:19:00,S006,North,Delhi,Member,Female,Books,163.64,6,49.09,1030.93,E-wallet,981.84,5.0,49.09
INV-1273,2022-12-04,11:22:00,S007,North,Chandigarh,Normal,Female,Clothing,104.99,2,10.5,220.48,Cash,209.98,5.0,10.5
INV-1274,2022-09-08,14:41:00,S009,West,Mumbai,Normal,Male,Home Decor,22.06,7,7.72,162.14,E-wallet,154.42,5.0,7.72
INV-1275,2022-09-11,14:53:00,S006,East,Patna,Normal,Female,Books,274.45,2,27.45,576.35,E-wallet,548.9,5.0,27.45
INV-1276,2022-08-06,18:55:00,S003,North,Lucknow,Normal,Male,Books,275.93,1,13.8,289.73,E-wallet,275.93,5.0,13.8
INV-1277,2022-12-25,11:41:00,S007,North,Lucknow,Normal,Male,Clothing,470.62,6,141.19,2964.91,E-wallet,2823.72,5.0,141.19
INV-1278,2022-07-19,09:50:00,S001,West,Ahmedabad,Normal,Male,Books,142.67,1,7.13,149.8,Credit Card,142.67,5.0,7.13
INV-1279,2022-09-20,11:28:00,S007,East,Patna,Normal,Male,Groceries,28.98,8,11.59,243.43,E-wallet,231.84,5.0,11.59
INV-1280,2022-12-02,17:54:00,S004,West,Pune,Normal,Male,Sports,28.64,10,14.32,300.72,Credit Card,286.4,5.0,14.32
INV-1281,2022-09-06,11:06:00,S006,North,Delhi,Member,Male,Home Decor,470.21,3,70.53,1481.16,E-wallet,1410.63,5.0,70.53
INV-1282,2022-10-10,12:05:00,S003,South,Hyderabad,Member,Male,Clothing,141.57,10,70.78,1486.48,Credit Card,1415.7,5.0,70.78
INV-1283,2022-10-13,18:09:00,S009,South,Hyderabad,Member,Male,Clothing,466.7,9,210.02,4410.32,Credit Card,4200.3,5.0,210.02
INV-1284,2022-06-12,10:19:00,S004,East,Bhubaneswar,Normal,Female,Clothing,493.36,6,148.01,3108.17,E-wallet,2960.16,5.0,148.01
INV-1285,2022-08-31,19:50:00,S010,West,Ahmedabad,Member,Male,Sports,297.25,3,44.59,936.34,Cash,891.75,5.0,44.59
INV-1286,2022-06-16,18:53:00,S002,North,Lucknow,Member,Female,Clothing,265.23,4,53.05,1113.97,Credit Card,1060.92,5.0,53.05
INV-1287,2022-08-16,10:49:00,S006,North,Chandigarh,Normal,Male,Sports,174.97,8,69.99,1469.75,Cash,1399.76,5.0,69.99
INV-1288,2022-01-17,13:30:00,S002,East,Kolkata,Member,Female,Home Decor,90.89,10,45.45,954.35,E-wallet,908.9,5.0,45.45
INV-1289,2022-12-18,14:39:00,S007,South,Chennai,Normal,Male,Books,118.64,5,29.66,622.86,Credit Card,593.2,5.0,29.66
INV-1290,2022-06-07,09:00:00,S001,South,Hyderabad,Normal,Female,Sports,47.14,6,14.14,296.98,E-wallet,282.84,5.0,14.14
INV-1291,2022-11-15,16:44:00,S003,East,Bhubaneswar,Normal,Male,Electronics,368.8,8,147.52,3097.92,E-wallet,2950.4,5.0,147.52
INV-1292,2022-01-09,14:35:00,S005,South,Hyderabad,Normal,Female,Groceries,91.78,5,22.95,481.85,Credit Card,458.9,5.0,22.95
INV-1293,2022-12-28,16:47:00,S005,West,Ahmedabad,Normal,Male,Sports,266.44,2,26.64,559.52,Cash,532.88,5.0,26.64
INV-1294,2022-05-17,14:44:00,S003,North,Delhi,Member,Female,Home Decor,304.05,8,121.62,2554.02,Credit Card,2432.4,5.0,121.62
INV-1295,2022-05-09,09:32:00,S009,South,Bangalore,Member,Male,Books,95.37,3,14.31,300.42,Credit Card,286.11,5.0,14.31
INV-1296,2022-04-16,18:22:00,S004,South,Bangalore,Member,Male,Electronics,417.21,3,62.58,1314.21,Cash,1251.63,5.0,62.58
INV-1297,2022-10-24,13:06:00,S007,North,Chandigarh,Normal,Female,Groceries,245.16,9,110.32,2316.76,Cash,2206.44,5.0,110.32
INV-1298,2022-01-12,18:00:00,S004,North,Lucknow,Member,Male,Sports,198.81,9,89.46,1878.75,Credit Card,1789.29,5.0,89.46
INV-1299,2022-11-19,15:34:00,S003,West,Pune,Member,Male,Groceries,41.48,5,10.37,217.77,E-wallet,207.4,5.0,10.37
INV-1300,2022-05-14,12:36:00,S009,North,Delhi,Normal,Male,Home Decor,346.89,6,104.07,2185.41,E-wallet,2081.34,5.0,104.07
INV-1301,2022-01-15,16:23:00,S003,East,Bhubaneswar,Member,Female,Home Decor,90.16,10,45.08,946.68,Credit Card,901.6,5.0,45.08
INV-1302,2022-05-31,21:59:00,S006,West,Pune,Normal,Male,Home Decor,417.39,4,83.48,1753.04,Cash,1669.56,5.0,83.48
INV-1303,2022-08-22,21:56:00,S005,East,Bhubaneswar,Normal,Male,Home Decor,464.21,1,23.21,487.42,E-wallet,464.21,5.0,23.21
INV-1304,2022-04-05,17:05:00,S001,East,Bhubaneswar,Member,Female,Clothing,229.07,4,45.81,962.09,Cash,916.28,5.0,45.81
INV-1305,2022-06-03,21:01:00,S002,East,Kolkata,Member,Male,Books,240.25,9,108.11,2270.36,Cash,2162.25,5.0,108.11
INV-1306,2022-12-27,18:59:00,S009,North,Delhi,Member,Female,Clothing,156.49,4,31.3,657.26,Cash,625.96,5.0,31.3
INV-1307,2022-11-15,12:10:00,S007,South,Hyderabad,Normal,Female,Home Decor,229.18,4,45.84,962.56,E-wallet,916.72,5.0,45.84
INV-1308,2022-11-09,13:26:00,S009,North,Lucknow,Member,Female,Clothing,194.26,3,29.14,611.92,E-wallet,582.78,5.0,29.14
INV-1309,2022-12-11,16:44:00,S006,South,Chennai,Normal,Female,Home Decor,279.79,6,83.94,1762.68,E-wallet,1678.74,5.0,83.94
INV-1310,2022-06-16,10:59:00,S004,South,Bangalore,Member,Female,Groceries,207.27,8,82.91,1741.07,Credit Card,1658.16,5.0,82.91
INV-1311,2022-05-26,13:43:00,S005,North,Chandigarh,Normal,Female,Groceries,498.34,8,199.34,4186.06,Credit Card,3986.72,5.0,199.34
INV-1312,2022-10-07,20:38:00,S010,North,Chandigarh,Normal,Male,Books,71.97,2,7.2,151.14,E-wallet,143.94,5.0,7.2
INV-1313,2022-11-17,15:23:00,S009,East,Bhubaneswar,Member,Female,Sports,184.34,9,82.95,1742.01,Credit Card,1659.06,5.0,82.95
INV-1314,2022-10-03,10:48:00,S009,West,Mumbai,Normal,Male,Electronics,368.25,6,110.48,2319.98,E-wallet,2209.5,5.0,110.48
INV-1315,2022-12-05,17:15:00,S006,North,Delhi,Normal,Female,Home Decor,214.71,10,107.36,2254.46,Credit Card,2147.1,5.0,107.36
INV-1316,2022-02-09,15:07:00,S005,West,Mumbai,Member,Female,Electronics,389.46,3,58.42,1226.8,E-wallet,1168.38,5.0,58.42
INV-1317,2022-10-22,10:37:00,S001,East,Bhubaneswar,Member,Male,Books,234.87,10,117.44,2466.14,E-wallet,2348.7,5.0,117.44
INV-1318,2022-11-30,10:59:00,S006,South,Bangalore,Member,Male,Sports,479.59,2,47.96,1007.14,Credit Card,959.18,5.0,47.96
INV-1319,2022-12-17,10:54:00,S001,North,Delhi,Normal,Male,Books,494.94,10,247.47,5196.87,Cash,4949.4,5.0,247.47
INV-1320,2022-08-02,20:09:00,S009,North,Lucknow,Member,Male,Sports,320.14,10,160.07,3361.47,E-wallet,3201.4,5.0,160.07
INV-1321,2022-03-24,18:03:00,S005,North,Delhi,Normal,Male,Groceries,456.21,5,114.05,2395.1,Cash,2281.05,5.0,114.05
INV-1322,2022-03-20,17:07:00,S001,East,Kolkata,Normal,Female,Sports,25.7,1,1.29,26.99,Credit Card,25.7,5.0,1.29
INV-1323,2022-03-17,21:20:00,S006,West,Pune,Member,Female,Home Decor,359.84,2,35.98,755.66,Cash,719.68,5.0,35.98
INV-1324,2022-09-07,16:49:00,S005,South,Hyderabad,Normal,Male,Groceries,14.62,5,3.65,76.75,Cash,73.1,5.0,3.65
INV-1325,2022-11-04,19:17:00,S010,South,Bangalore,Normal,Male,Home Decor,96.36,6,28.91,607.07,Credit Card,578.16,5.0,28.91
INV-1326,2022-09-26,19:13:00,S001,West,Ahmedabad,Member,Male,Groceries,300.94,10,150.47,3159.87,Cash,3009.4,5.0,150.47
INV-1327,2022-11-26,09:43:00,S010,North,Chandigarh,Member,Male,Home Decor,287.81,3,43.17,906.6,Cash,863.43,5.0,43.17
INV-1328,2022-02-08,16:35:00,S009,North,Lucknow,Normal,Female,Electronics,335.7,7,117.5,2467.4,E-wallet,2349.9,5.0,117.5
INV-1329,2022-10-29,14:45:00,S004,North,Delhi,Member,Female,Electronics,395.8,10,197.9,4155.9,E-wallet,3958.0,5.0,197.9
INV-1330,2022-07-24,11:43:00,S006,South,Hyderabad,Normal,Male,Groceries,369.11,10,184.56,3875.66,E-wallet,3691.1,5.0,184.56
INV-1331,2022-06-09,10:57:00,S001,South,Hyderabad,Member,Female,Clothing,327.43,2,32.74,687.6,Credit Card,654.86,5.0,32.74
INV-1332,2022-07-01,18:47:00,S002,East,Kolkata,Member,Male,Electronics,221.74,3,33.26,698.48,Cash,665.22,5.0,33.26
INV-1333,2022-12-13,12:52:00,S007,East,Bhubaneswar,Normal,Female,Sports,294.76,3,44.21,928.49,Credit Card,884.28,5.0,44.21
INV-1334,2022-04-30,16:23:00,S006,South,Bangalore,Normal,Female,Home Decor,443.44,1,22.17,465.61,Credit Card,443.44,5.0,22.17
INV-1335,2022-11-11,09:05:00,S001,West,Ahmedabad,Member,Male,Home Decor,106.05,3,15.91,334.06,E-wallet,318.15,5.0,15.91
INV-1336,2022-11-12,09:49:00,S010,South,Bangalore,Normal,Female,Books,35.13,8,14.05,295.09,Credit Card,281.04,5.0,14.05
INV-1337,2022-08-22,13:03:00,S003,West,Ahmedabad,Member,Male,Books,282.64,3,42.4,890.32,Credit Card,847.92,5.0,42.4
INV-1338,2022-02-14,14:21:00,S010,North,Lucknow,Member,Female,Electronics,25.4,4,5.08,106.68,Cash,101.6,5.0,5.08
INV-1339,2022-03-20,11:31:00,S001,North,Lucknow,Normal,Male,Books,498.49,8,199.4,4187.32,Credit Card,3987.92,5.0,199.4
INV-1340,2022-12-15,13:23:00,S003,North,Lucknow,Member,Female,Sports,422.23,3,63.33,1330.02,Credit Card,1266.69,5.0,63.33
INV-1341,2022-02-02,21:57:00,S006,East,Bhubaneswar,Member,Male,Sports,384.53,5,96.13,2018.78,Cash,1922.65,5.0,96.13
INV-1342,2022-02-25,09:26:00,S010,East,Bhubaneswar,Member,Male,Clothing,390.99,9,175.95,3694.86,Credit Card,3518.91,5.0,175.95
INV-1343,2022-07-23,14:39:00,S001,East,Patna,Normal,Female,Books,449.88,5,112.47,2361.87,Cash,2249.4,5.0,112.47
INV-1344,2022-11-23,11:52:00,S006,South,Hyderabad,Normal,Female,Books,16.78,5,4.2,88.1,Credit Card,83.9,5.0,4.2
INV-1345,2022-10-02,10:16:00,S009,North,Chandigarh,Normal,Male,Electronics,70.63,10,35.31,741.61,Cash,706.3,5.0,35.31
INV-1346,2022-02-24,17:26:00,S008,South,Bangalore,Normal,Female,Groceries,221.79,10,110.9,2328.8,E-wallet,2217.9,5.0,110.9
INV-1347,2022-07-11,20:40:00,S001,South,Chennai,Normal,Male,Groceries,22.48,2,2.25,47.21,E-wallet,44.96,5.0,2.25
INV-1348,2022-07-14,15:04:00,S008,West,Ahmedabad,Normal,Female,Clothing,61.07,5,15.27,320.62,Cash,305.35,5.0,15.27
INV-1349,2022-10-24,11:22:00,S005,West,Mumbai,Normal,Female,Groceries,430.81,4,86.16,1809.4,Credit Card,1723.24,5.0,86.16
INV-1350,2022-12-19,13:56:00,S006,North,Chandigarh,Normal,Female,Books,416.75,6,125.03,2625.53,Credit Card,2500.5,5.0,125.03
INV-1351,2022-10-07,14:19:00,S005,East,Patna,Normal,Female,Groceries,454.4,10,227.2,4771.2,Cash,4544.0,5.0,227.2
INV-1352,2022-07-14,19:00:00,S004,East,Kolkata,Member,Male,Clothing,348.11,3,52.22,1096.55,E-wallet,1044.33,5.0,52.22
INV-1353,2022-12-20,09:38:00,S009,West,Ahmedabad,Member,Male,Home Decor,351.37,3,52.71,1106.82,E-wallet,1054.11,5.0,52.71
INV-1354,2022-06-27,21:33:00,S007,North,Lucknow,Member,Male,Sports,370.78,1,18.54,389.32,Cash,370.78,5.0,18.54
INV-1355,2022-02-09,09:45:00,S001,East,Bhubaneswar,Normal,Female,Clothing,214.78,1,10.74,225.52,Cash,214.78,5.0,10.74
INV-1356,2022-08-05,20:02:00,S001,East,Kolkata,Member,Female,Books,145.52,7,50.93,1069.57,Credit Card,1018.64,5.0,50.93
INV-1357,2022-01-06,13:38:00,S004,South,Chennai,Normal,Female,Groceries,374.67,7,131.13,2753.82,Cash,2622.69,5.0,131.13
INV-1358,2022-04-24,15:31:00,S008,North,Chandigarh,Member,Male,Groceries,446.26,3,66.94,1405.72,Credit Card,1338.78,5.0,66.94
INV-1359,2022-11-15,10:57:00,S010,South,Hyderabad,Member,Female,Groceries,318.46,2,31.85,668.77,Credit Card,636.92,5.0,31.85
INV-1360,2022-11-17,17:41:00,S009,East,Bhubaneswar,Member,Male,Groceries,333.31,4,66.66,1399.9,Credit Card,1333.24,5.0,66.66
INV-1361,2022-10-17,11:17:00,S004,West,Mumbai,Normal,Female,Sports,154.79,3,23.22,487.59,E-wallet,464.37,5.0,23.22
INV-1362,2022-03-01,15:19:00,S002,East,Patna,Normal,Female,Books,131.55,4,26.31,552.51,E-wallet,526.2,5.0,26.31
INV-1363,2022-05-11,17:57:00,S009,East,Bhubaneswar,Normal,Female,Electronics,475.87,7,166.55,3497.64,Cash,3331.09,5.0,166.55
INV-1364,2022-10-08,10:45:00,S006,South,Chennai,Normal,Male,Books,267.34,9,120.3,2526.36,Cash,2406.06,5.0,120.3
INV-1365,2022-12-14,13:04:00,S007,West,Pune,Member,Female,Home Decor,403.72,9,181.67,3815.15,Credit Card,3633.48,5.0,181.67
INV-1366,2022-11-29,11:31:00,S004,South,Hyderabad,Member,Male,Electronics,93.58,9,42.11,884.33,E-wallet,842.22,5.0,42.11
INV-1367,2022-10-07,13:12:00,S005,South,Hyderabad,Normal,Male,Sports,278.88,9,125.5,2635.42,E-wallet,2509.92,5.0,125.5
INV-1368,2022-01-24,12:09:00,S001,West,Mumbai,Normal,Male,Sports,48.6,9,21.87,459.27,E-wallet,437.4,5.0,21.87
INV-1369,2022-03-13,10:37:00,S004,West,Ahmedabad,Normal,Female,Home Decor,437.99,7,153.3,3219.23,Cash,3065.93,5.0,153.3
INV-1370,2022-07-24,10:49:00,S009,East,Bhubaneswar,Member,Male,Clothing,376.98,1,18.85,395.83,E-wallet,376.98,5.0,18.85
INV-1371,2022-05-30,19:25:00,S006,East,Patna,Normal,Female,Groceries,138.9,3,20.84,437.54,E-wallet,416.7,5.0,20.84
INV-1372,2022-06-17,20:17:00,S002,South,Chennai,Normal,Female,Sports,285.9,2,28.59,600.39,E-wallet,571.8,5.0,28.59
INV-1373,2022-02-04,14:11:00,S004,East,Kolkata,Normal,Male,Books,327.67,9,147.45,3096.48,E-wallet,2949.03,5.0,147.45
INV-1374,2022-06-16,16:02:00,S003,North,Delhi,Normal,Female,Books,97.27,10,48.63,1021.33,E-wallet,972.7,5.0,48.63
INV-1375,2022-04-14,16:43:00,S007,West,Mumbai,Normal,Male,Electronics,132.79,7,46.48,976.01,E-wallet,929.53,5.0,46.48
